Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Period,Num_Ind,Ratio_Ind_Avail,Prop_Ind_Avail,Density,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Scat_n_Tot,Scat_n_Prey,Abs_FO,Rel_FO,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Avg_Wolf_Density,Pack_Name,Timepoint,A_C_Code,Avail_Code,Avail_Season,n_Avail_Points,Cons_Code,Cons_Season,n_Cons_Points,Study_Code,Area_Code,n_Prey_Species,Wild_Ung_Avail_n,Pred_Tot_n,Pred_Larger_n,Pred_Smaller_n,Pop_Scale
,Mattioli 2011,Casentinesi Forest Area,130,Fallow deer,Dama dama,Dama dama,May 1998-April 2000,,,,1.45,60,Mean adult body mass,56.2,,,1862,,,,1.9,,,Wild,,,Observed group size was mean=3.7(n=366). Patchy distribution,,,,,DS + CNT + MTRX,MYR,11,T,MYR,11,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1993-1996,,,0.147,,60,Mean adult body mass,84.5,,,1091,,,,67.9,,65.1,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,MYR,11,T,MYR,11,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1993-1996,,,0.661,,24,Mean adult body mass,22.4,,,1091,,,,17.1,,14,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,MYR,11,T,MYR,11,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1993-1996,,,0.137,,115,Mean adult body mass,240,,,1091,,,,8.6,,13.9,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,MYR,11,T,MYR,11,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Fallow deer,Dama dama,Dama dama,1993-1996,,,0.055,,60,Mean adult body mass,56.2,,,1091,,,,2,,2.3,Wild,,,Observed group size was mean=3.7(n=366). Patchy distribution,,,,,DS + CNT + MTRX,MYR,11,T,MYR,11,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1989,,,,11.0577,60,Mean adult body mass,84.5,,,29,,,,54.7692,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1989,,,,12.6777,24,Mean adult body mass,22.4,,,29,,,,35.0943,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1989,,,,1.3312,115,Mean adult body mass,240,,,29,,,,3.07692,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1990,,,,4.23077,60,Mean adult body mass,84.5,,,36,,,,5.6923,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1990,,,,13.5071,24,Mean adult body mass,22.4,,,36,,,,25.6604,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1990,,,,1.4423,115,Mean adult body mass,240,,,36,,,,16.1538,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1991,,,,1.15385,60,Mean adult body mass,84.5,,,77,,,,36.9231,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1991,,,,11.3744,24,Mean adult body mass,22.4,,,77,,,,33.9623,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1991,,,,1.8029,115,Mean adult body mass,240,,,77,,,,11.9231,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1992,,,,4.23077,60,Mean adult body mass,84.5,,,106,,,,73.2308,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1992,,,,11.2559,24,Mean adult body mass,22.4,,,106,,,,11.6981,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1992,,,,2.0433,115,Mean adult body mass,240,,,106,,,,6.9231,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1993,,,,1.34615,60,Mean adult body mass,84.5,,,334,,,,65.5385,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1993,,,,13.0332,24,Mean adult body mass,22.4,,,334,,,,15.8491,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1993,,,,2.7644,115,Mean adult body mass,240,,,334,,,,9.2308,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1994,,,,0.576923,60,Mean adult body mass,84.5,,,309,,,,65.2308,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1994,,,,13.3886,24,Mean adult body mass,22.4,,,309,,,,17.3585,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1994,,,,2.8846,115,Mean adult body mass,240,,,309,,,,7.6923,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1995,,,,0.769231,60,Mean adult body mass,84.5,,,261,,,,64.6154,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1995,,,,13.981,24,Mean adult body mass,22.4,,,261,,,,11.3208,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1995,,,,3.125,115,Mean adult body mass,240,,,261,,,,6.15385,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1996,,,,4.23077,60,Mean adult body mass,84.5,,,187,,,,47.0769,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1996,,,,12.2038,24,Mean adult body mass,22.4,,,187,,,,20.7547,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1996,,,,3.3654,115,Mean adult body mass,240,,,187,,,,11.1538,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1997,,,,3.36538,60,Mean adult body mass,84.5,,,93,,,,62.4615,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1997,,,,15.6398,24,Mean adult body mass,22.4,,,93,,,,26.4151,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1997,,,,3.6058,115,Mean adult body mass,240,,,93,,,,6.9231,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1998,,,,2.30769,60,Mean adult body mass,84.5,,,84,,,,56.3077,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1998,,,,12.4408,24,Mean adult body mass,22.4,,,84,,,,30.1887,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1998,,,,3.8462,115,Mean adult body mass,240,,,84,,,,5.7692,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Wild boar,Sus scrofa,Sus scrofa,1999,,,,3.07692,60,Mean adult body mass,84.5,,,208,,,,55.3846,,,Wild,,,"Observed group size was mean=6.5 (n=566). Offspring born a few months earlier than other ungualtes in area. ""In fact, in wild boar populations the percentage of young is higher than in other ungulates and births are scattered over a longer period. As a consequence, wolves are more likely to encounter vulnerable individuals of this species and the relative capture success is likely to increase."" Females actively defend piglets. Weight less than the boar in northern regions of Europe (top left paragraph pg 918).  Wild boar/wolf weight ratio is 1.9",,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Roe deer,Capreolus capreolus,Capreolus capreolus,1999,,,,10.0711,24,Mean adult body mass,22.4,,,208,,,,18.4906,,,Wild,,,Observed group size was mean=2 (n=828). Fawns shoe passive defence (hiding),,,,,DS + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
,Mattioli 2011,Casentinesi Forest Area,130,Red deer,Cervus elaphus,Cervus elaphus,1999,,,,4.4471,115,Mean adult body mass,240,,,208,,,,13.4615,,,Wild,,,Observed group size was mean=3.1 (n=846). Red deer/wolf weight ratio is 3.7.,,,,,ROAR + CNT + MTRX,SYR,1,T,SYR,1,MAI11CFA,CFA,,,,,,PACK
Ovis orientalis and Ovis gmellini aren't in PanTheria database so domestic sheep weight was used. available biomass prop only considers the three wild ungulate species. Livestock highly abundant but not available in winter,Mengüllüoğlu 2019,SWPA,80,Anatolian wild sheep,Ovis gmelinii anatolica,Ovis aries orientalis,2015-2017 Winter,58,,,0.58,40,mean winter body weights taken from another paper,34.2,29,0.089,28,3,10.71428571,10.34,10.71,,0.0569,Wild,,,"Reintroduced. Only occupies open hilly habitats, not mountains. Migration route was cut off by construction of dam and are now confined to two main hills (see figure 1 for map). Yoy are no longer small in winter",,,,P-1-2,DS/CNT?,SAU,1,T,MWI,2,MEU19SWP,SWP,3,,5,1,4,PACK
available biomass prop only considers the three wild ungulate species,Mengüllüoğlu 2019,SWPA,80,Red deer,Cervus elaphus,Cervus elaphus,2015-2017 Winter,53,,,0.663,150,mean winter body weights taken from another paper,240,165,0.509,28,2,7.142857143,6.89,5,,0.0456,Wild,,,,,,,P-1-2,DS/CNT?,SAU,1,T,MWI,2,MEU19SWP,SWP,3,,5,1,4,PACK
available biomass prop only considers the three wild ungulate species,Mengüllüoğlu 2019,SWPA,80,Wild boar,Sus scrofa,Sus scrofa,2015-2017 Winter,88,,,1.1,120,mean winter body weights taken from another paper,84.5,130.5,0.402,28,19,67.85714286,65.51,66.36,,0.7466,Wild,,,,,,,P-1-2,DS/CNT?,SAU,1,T,MWI,2,MEU19SWP,SWP,3,,5,1,4,PACK
available biomass prop only considers the three wild ungulate species. Livestock highly abundant but not available in winter,Mengüllüoğlu 2019,NM,110,Red deer,Cervus elaphus,Cervus elaphus,2014-2017 Winter/Early spring ,250,,,2.275,150,mean winter body weights taken from another paper,240,341.3,0.79,81,20,24.69135802,22.73,23.1,,0.2284,Wild,,,average group size = 1.75,,,,P-1-3,CAM,SWI,1,T,MWS,3,MEU19NLM,NLM,2,,5,1,4,POP
available biomass prop only considers the three wild ungulate species. Livestock highly abundant but not available in winter,Mengüllüoğlu 2019,NM,110,Wild boar,Sus scrofa,Sus scrofa,2014-2017 Winter/Early spring ,91,,,0.829,120,mean winter body weights taken from another paper,84.5,90.8,0.21,81,50,61.72839506,56.82,58.33,,0.6815,Wild,,,average group size =  2.91,,,,P-1-3,CAM,SWI,1,T,MWS,3,MEU19NLM,NLM,2,,5,1,4,POP
,Meriggi 1996,Western Northern Apennines,500,Wild boar,Sus scrofa,Sus scrofa,Dec 1987- May 1992,898,,,1.7956,,,84.5,,,292,,,,11.9,,,Wild,,,"Live in large groups, easily detectable. Births are spread throughout the years with a peak in spring and autumn. Subadults are forced out of the hear when there are new births. (ie constant supply of subadults (naive) since births happen year round)",,,,P-5-5,HH,U,5,T,MYR,5,MEI96WNA,WNA,6,,UK,UK,UK,POP
"""Roe deer tracks were never encountered on the transects but some individuals were occasionally observed in the western part of the study area. We therefore considered roe deer as present at lower densities than fallow deer."" should we remove fallow deer or should we set it to 0.01 or something like that ~ solution: assume they were eaten according to availability rather than creating preference",Meriggi 1996,Western Northern Apennines,500,Roe deer,Capreolus capreolus,Capreolus capreolus,Dec 1987- May 1992,0,,,,,,22.4,,,292,,,,0.7,,,Wild,,,"Solitary and territorial, may be harder to detect, especially in forests",,,,P-1-5,TS,U,1,T,MYR,5,MEI96WNA,WNA,6,,UK,UK,UK,POP
,Meriggi 1996,Western Northern Apennines,500,Fallow deer,Dama dama,Dama dama,Dec 1987- May 1992,6,,,0.0121,,,56.2,,,292,,,,0.9,,,Wild,,,,,,,P-1-5,TS,U,1,T,MYR,5,MEI96WNA,WNA,6,,UK,UK,UK,POP
sheeps and goats were reported collectively for density but seperately for consumption (they were combined for extraction),Meriggi 1996,Western Northern Apennines,500,Sheep and goats,Ovis aries + Capra aegagrus hircus,Capra hircus and Ovis aries,Dec 1987- May 1992,1700,,,3.4,,,40.55,,,292,,,,11.3,,,Livestock,,,Graze from Mar-Dec,,,,P-1-5,FARM,U,1,T,MYR,5,MEI96WNA,WNA,6,,UK,UK,UK,POP
,Meriggi 1996,Western Northern Apennines,500,Cattle,Bos taurus,Bos taurus,Dec 1987- May 1992,3300,,,6.6,,,613,,,292,,,,6.5,,,Livestock,,,Graze from Apr-Oct. 500 calves born on the pasture April-Sept,,,,P-1-5,FARM,U,1,T,MYR,5,MEI96WNA,WNA,6,,UK,UK,UK,POP
